token_id	token	etiqueta_H1	etiqueta_H2
5461	to 	O	O
5462	p	O	O
5463	re	O	O
5464	t	O	O
5465	en	O	O
5466	d	O	O
5467	 to 	O	O
5468	be 	O	O
5469	t	O	O
5470	w	O	O
5471	o	O	O
5472	\n	O	O
5473	p	O	O
5474	e	O	O
5475	o	O	O
5476	p	O	O
5477	le	O	O
5478	! 	O	O
5479	W	B-ENT	O
5480	h	O	O
5481	y	O	O
5482	,	O	O
5483	 th	O	O
5484	er	O	O
5485	e	O	O
5486	’s 	O	O
5487	ha	O	O
5488	r	O	O
5489	d	O	O
5490	ly 	O	O
5491	en	O	O
5492	ough	O	O
5493	 	O	O
5494	of 	O	O
5495	me 	O	O
5496	le	O	O
5497	f	O	O
5498	t	O	O
5499	 to 	O	O
5500	ma	O	O
5501	ke 	O	O
5502	_	O	O
5503	on	O	O
5504	e	O	O
5505	_ 	O	O
5506	r	O	O
5507	es	O	O
5508	p	O	O
5509	e	O	O
5510	c	O	O
5511	t	O	O
5512	ab	O	O
5513	l	O	O
5514	e\n	O	O
5515	p	O	O
5516	er	O	O
5517	s	O	O
5518	on	O	O
5519	!”	O	O
5520	\n\n	O	O
5521	S	O	O
5522	o	O	O
5523	on 	O	O
5524	her 	O	O
5525	e	O	O
5526	y	O	O
5527	e 	O	O
5528	f	O	O
5529	e	O	O
5530	ll 	O	O
5531	on	O	O
5532	 a 	O	O
5533	little 	O	O
5534	g	O	O
5535	la	O	O
5536	s	O	O
5537	s 	O	O
5538	b	O	O
5539	o	O	O
5540	x	O	O
5541	 that 	O	O
5542	was 	O	O
5543	ly	O	O
5544	ing 	O	O
5545	un	O	O
5546	der	O	O
5547	 the 	O	O
5548	t	O	O
5549	ab	O	O
5550	le	O	O
5551	:	O	O
5552	\n	O	O
5553	she 	O	O
5554	o	O	O
5555	p	O	O
5556	en	O	O
5557	ed 	O	O
5558	it	O	O
5559	, and 	O	O
5560	f	O	O
5561	oun	O	O
5562	d 	O	O
5563	in 	O	O
5564	it	O	O
5565	 a 	O	O
5566	ver	O	O
5567	y	O	O
5568	 s	O	O
5569	ma	O	O
5570	ll 	O	O
5571	ca	O	O
5572	k	O	O
5573	e, 	O	O
5574	on	O	O
5575	 w	O	O
5576	hi	O	O
5577	ch	O	O
5578	 the 	O	O
5579	w	O	O
5580	or	O	O
5581	d	O	O
5582	s	O	O
5583	\n	O	O
5584	“	O	O
5585	E	B-ENT	O
5586	A	I-ENT	O
5587	T	I-ENT	O
5588	 	O	O
5589	M	B-ENT	O
5590	E	I-ENT	O
5591	”	O	O
5592	 w	O	O
5593	ere 	O	O
5594	b	O	O
5595	ea	O	O
5596	u	O	O
5597	ti	O	O
5598	f	O	O
5599	u	O	O
5600	ll	O	O
5601	y 	O	O
5602	m	O	O
5603	ar	O	O
5604	k	O	O
5605	ed 	O	O
5606	in 	O	O
5607	c	O	O
5608	ur	O	O
5609	r	O	O
5610	an	O	O
5611	t	O	O
5612	s	O	O
5613	. “	O	O
5614	W	B-ENT	O
5615	e	O	O
5616	ll	O	O
5617	, 	O	O
5618	I’	O	O
5619	ll 	O	O
5620	ea	O	O
5621	t 	O	O
5622	it	O	O
5623	,” sai	O	O
5624	d	O	O
5625	\n	O	O
5626	Alic	O	O
5627	e, 	O	O
5628	“	O	O
5629	and 	O	O
5630	i	O	O
5631	f 	O	O
5632	it 	O	O
5633	ma	O	O
5634	k	O	O
5635	es 	O	O
5636	me 	O	O
5637	g	O	O
5638	r	O	O
5639	ow	O	O
5640	 	O	O
5641	l	O	O
5642	ar	O	O
5643	g	O	O
5644	er	O	O
5645	, 	O	O
5646	I 	O	O
5647	c	O	O
5648	an	O	O
5649	 	O	O
5650	rea	O	O
5651	ch	O	O
5652	 the 	O	O
5653	k	O	O
5654	e	O	O
5655	y	O	O
5656	;	O	O
5657	 and 	O	O
5658	i	O	O
5659	f 	O	O
5660	it	O	O
5661	\n	O	O
5662	ma	O	O
5663	k	O	O
5664	es 	O	O
5665	me 	O	O
5666	g	O	O
5667	r	O	O
5668	ow	O	O
5669	 s	O	O
5670	ma	O	O
5671	ll	O	O
5672	er	O	O
5673	, 	O	O
5674	I 	O	O
5675	c	O	O
5676	an	O	O
5677	 	O	O
5678	c	O	O
5679	re	O	O
5680	e	O	O
5681	p	O	O
5682	 	O	O
5683	un	O	O
5684	der	O	O
5685	 the 	O	O
5686	do	O	O
5687	or	O	O
5688	;	O	O
5689	 s	O	O
5690	o 	O	O
5691	e	O	O
5692	ith	O	O
5693	er	O	O
5694	 	O	O
5695	wa	O	O
5696	y 	O	O
5697	I’	O	O
5698	ll	O	O
5699	\n	O	O
5700	ge	O	O
5701	t 	O	O
5702	in	O	O
5703	to	O	O
5704	 the 	O	O
5705	g	O	O
5706	ar	O	O
5707	d	O	O
5708	en	O	O
5709	, and 	O	O
5710	I 	O	O
5711	d	O	O
5712	on	O	O
5713	’t 	O	O
5714	c	O	O
5715	ar	O	O
5716	e 	O	O
5717	w	O	O
5718	hi	O	O
5719	ch 	O	O
5720	ha	O	O
5721	pp	O	O
5722	en	O	O
5723	s	O	O
5724	!”	O	O
5725	\n\n	O	O
5726	S	O	O
5727	he 	O	O
5728	at	O	O
5729	e 	O	O
5730	a	O	O
5731	 	O	O
5732	little 	O	O
5733	b	O	O
5734	it	O	O
5735	, and 	O	O
5736	sai	O	O
5737	d	O	O
5738	 an	O	O
5739	x	O	O
5740	i	O	O
5741	ou	O	O
5742	s	O	O
5743	ly	O	O
5744	 to 	O	O
5745	herself	O	O
5746	, “	O	O
5747	W	B-ENT	O
5748	hi	O	O
5749	ch 	O	O
5750	wa	O	O
5751	y	O	O
5752	?	O	O
5753	 	O	O
5754	W	B-ENT	O
5755	hi	O	O
5756	ch	O	O
5757	\n	O	O
5758	wa	O	O
5759	y	O	O
5760	?”	O	O
5761	, 	O	O
5762	h	O	O
5763	ol	O	O
5764	d	O	O
5765	ing 	O	O
5766	her 	O	O
5767	han	O	O
5768	d 	O	O
5769	on	O	O
5770	 the 	O	O
5771	to	O	O
5772	p	O	O
5773	 	O	O
5774	of 	O	O
5775	her 	O	O
5776	h	O	O
5777	ea	O	O
5778	d	O	O
5779	 to 	O	O
5780	f	O	O
5781	ee	O	O
5782	l	O	O
5783	 w	O	O
5784	hi	O	O
5785	ch 	O	O
5786	wa	O	O
5787	y 	O	O
5788	it 	O	O
5789	was	O	O
5790	\n	O	O
5791	g	O	O
5792	r	O	O
5793	ow	O	O
5794	ing	O	O
5795	, and 	O	O
5796	she 	O	O
5797	was 	O	O
5798	qu	O	O
5799	ite 	O	O
5800	s	O	O
5801	ur	O	O
5802	p	O	O
5803	r	O	O
5804	is	O	O
5805	ed	O	O
5806	 to 	O	O
5807	f	O	O
5808	in	O	O
5809	d	O	O
5810	 that 	O	O
5811	she 	O	O
5812	re	O	O
5813	ma	O	O
5814	in	O	O
5815	ed	O	O
5816	 the 	O	O
5817	s	O	O
5818	a	O	O
5819	m	O	O
5820	e\n	O	O
5821	s	O	O
5822	i	O	O
5823	z	O	O
5824	e	O	O
5825	:	O	O
5826	 to 	O	O
5827	be 	O	O
5828	s	O	O
5829	ur	O	O
5830	e	O	O
5831	,	O	O
5832	 th	O	O
5833	is 	O	O
5834	g	O	O
5835	en	O	O
5836	er	O	O
5837	a	O	O
5838	ll	O	O
5839	y 	O	O
5840	ha	O	O
5841	pp	O	O
5842	en	O	O
5843	s 	O	O
5844	wh	O	O
5845	en 	O	O
5846	one 	O	O
5847	ea	O	O
5848	t	O	O
5849	s 	O	O
5850	ca	O	O
5851	k	O	O
5852	e, 	O	O
5853	but 	O	O
5854	Alic	B-ENT	B-ENT
5855	e\n	O	O
5856	had 	O	O
5857	go	O	O
5858	t 	O	O
5859	s	O	O
5860	o 	O	O
5861	m	O	O
5862	uch	O	O
5863	 	O	O
5864	in	O	O
5865	to	O	O
5866	 the 	O	O
5867	wa	O	O
5868	y 	O	O
5869	of 	O	O
5870	ex	O	O
5871	p	O	O
5872	e	O	O
5873	c	O	O
5874	t	O	O
5875	ing 	O	O
5876	no	O	O
5877	th	O	O
5878	ing 	O	O
5879	but 	O	O
5880	out	O	O
5881	-	O	O
5882	of	O	O
5883	-	O	O
5884	th	O	O
5885	e	O	O
5886	-	O	O
5887	wa	O	O
5888	y	O	O
5889	\nth	O	O
5890	ing	O	O
5891	s	O	O
5892	 to 	O	O
5893	ha	O	O
5894	pp	O	O
5895	en	O	O
5896	,	O	O
5897	 that 	O	O
5898	it 	O	O
5899	se	O	O
5900	e	O	O
5901	m	O	O
5902	ed 	O	O
5903	qu	O	O
5904	ite 	O	O
5905	d	O	O
5906	u	O	O
5907	ll	O	O
5908	 and 	O	O
5909	st	O	O
5910	up	O	O
5911	i	O	O
5912	d 	O	O
5913	for	O	O
5914	 	O	O
5915	li	O	O
5916	f	O	O
5917	e 	O	O
5918	to 	O	O
5919	go	O	O
5920	\n	O	O
5921	on 	O	O
5922	in	O	O
5923	 the 	O	O
5924	c	O	O
5925	om	O	O
5926	m	O	O
5927	on 	O	O
5928	wa	O	O
5929	y	O	O
5930	.\n\n	O	O
5931	S	O	O
5932	o	O	O
5933	 she 	O	O
5934	se	O	O
5935	t	O	O
5936	 to 	O	O
5937	w	O	O
5938	or	O	O
5939	k	O	O
5940	, and 	O	O
5941	ver	O	O
5942	y	O	O
5943	 s	O	O
5944	o	O	O
5945	on 	O	O
5946	f	O	O
5947	in	O	O
5948	is	O	O
5949	h	O	O
5950	ed 	O	O
5951	of	O	O
5952	f	O	O
5953	 the 	O	O
5954	ca	O	O
5955	k	O	O
5956	e	O	O
5957	.\n\n	O	O
5958	*	O	O
5959	    	O	O
5960	  	O	O
5961	*	O	O
5962	    	O	O
5963	  	O	O
5964	*	O	O
5965	    	O	O
5966	  	O	O
5967	*	O	O
5968	    	O	O
5969	  	O	O
5970	*	O	O
5971	    	O	O
5972	  	O	O
5973	*	O	O
5974	    	O	O
5975	  	O	O
5976	*	O	O
5977	\n\n	O	O
5978	    	O	O
5979	*	O	O
5980	    	O	O
5981	  	O	O
5982	*	O	O
5983	    	O	O
5984	  	O	O
5985	*	O	O
5986	    	O	O
5987	  	O	O
5988	*	O	O
5989	    	O	O
5990	  	O	O
5991	*	O	O
5992	    	O	O
5993	  	O	O
5994	*	O	O
5995	\n\n	O	O
5996	*	O	O
5997	    	O	O
5998	  	O	O
5999	*	O	O
6000	    	O	O
6001	  	O	O
6002	*	O	O
6003	    	O	O
6004	  	O	O
6005	*	O	O
6006	    	O	O
6007	  	O	O
6008	*	O	O
6009	    	O	O
6010	  	O	O
6011	*	O	O
6012	    	O	O
6013	  	O	O
6014	*	O	O
6015	\n\n	O	O
6016	\n\n	O	O
6017	\n	O	O
6018	C	O	O
6019	H	B-ENT	O
6020	A	I-ENT	O
6021	P	I-ENT	O
6022	T	I-ENT	O
6023	E	I-ENT	O
6024	R	I-ENT	O
6025	 	O	O
6026	I	B-ENT	O
6027	I	I-ENT	O
6028	.	O	O
6029	\n	O	O
6030	The 	O	O
6031	P	B-ENT	O
6032	oo	O	O
6033	l	O	O
6034	 	O	O
6035	of 	O	O
6036	T	B-ENT	O
6037	ear	O	O
6038	s	O	O
6039	\n\n	O	O
6040	\n	O	O
6041	“	O	O
6042	C	B-ENT	O
6043	ur	O	O
6044	i	O	O
6045	ou	O	O
6046	s	O	O
6047	er	O	O
6048	 and 	O	O
6049	c	O	O
6050	ur	O	O
6051	i	O	O
6052	ou	O	O
6053	s	O	O
6054	er	O	O
6055	!”	O	O
6056	 	O	O
6057	c	O	O
6058	ri	O	O
6059	ed 	O	O
6060	Alice 	O	O
6061	(	O	O
6062	she 	O	O
6063	was	O	O
6064	 s	O	O
6065	o 	O	O
6066	m	O	O
6067	uch	O	O
6068	 s	O	O
6069	ur	O	O
6070	p	O	O
6071	r	O	O
6072	is	O	O
6073	ed	O	O
6074	,	O	O
6075	 th	O	O
6076	at	O	O
6077	\n	O	O
6078	for	O	O
6079	 the 	O	O
6080	m	O	O
6081	om	O	O
6082	ent 	O	O
6083	she 	O	O
6084	qu	O	O
6085	ite 	O	O
6086	for	O	O
6087	go	O	O
6088	t 	O	O
6089	h	O	O
6090	ow	O	O
6091	 to	O	O
6092	 s	O	O
6093	p	O	O
6094	ea	O	O
6095	k	O	O
6096	 	O	O
6097	g	O	O
6098	oo	O	O
6099	d 	O	O
6100	E	B-ENT	O
6101	n	O	O
6102	g	O	O
6103	li	O	O
6104	sh	O	O
6105	)	O	O
6106	;	O	O
6107	 “	O	O
6108	now	O	O
6109	 	O	O
6110	I’	O	O
6111	m	O	O
6112	\n	O	O
6113	o	O	O
6114	p	O	O
6115	en	O	O
6116	ing 	O	O
6117	out 	O	O
6118	li	O	O
6119	k	O	O
6120	e th	O	O
6121	e 	O	O
6122	l	O	O
6123	ar	O	O
6124	g	O	O
6125	es	O	O
6126	t	O	O
6127	 t	O	O
6128	el	O	O
6129	es	O	O
6130	c	O	O
6131	o	O	O
6132	p	O	O
6133	e th	O	O
6134	at 	O	O
6135	ever	O	O
6136	 	O	O
6137	was	O	O
6138	! 	O	O
6139	G	B-ENT	O
6140	oo	O	O
6141	d	O	O
6142	-	O	O
6143	b	O	O
6144	y	O	O
6145	e, 	O	O
6146	f	O	O
6147	ee	O	O
6148	t	O	O
6149	!”	O	O
6150	\n	O	O
6151	(	O	O
6152	for	O	O
6153	 w	O	O
6154	h	O	O
6155	en	O	O
6156	 she 	O	O
6157	look	O	O
6158	ed 	O	O
6159	down	O	O
6160	 a	O	O
6161	t 	O	O
6162	her 	O	O
6163	f	O	O
6164	ee	O	O
6165	t	O	O
6166	,	O	O
6167	 the	O	O
6168	y	O	O
6169	 s	O	O
6170	ee	O	O
6171	m	O	O
6172	ed	O	O
6173	 to 	O	O
6174	be 	O	O
6175	al	O	O
6176	m	O	O
6177	o	O	O
6178	s	O	O
6179	t 	O	O
6180	out 	O	O
6181	of	O	O
6182	\n	O	O
6183	s	O	O
6184	i	O	O
6185	gh	O	O
6186	t	O	O
6187	,	O	O
6188	 the	O	O
6189	y 	O	O
6190	w	O	O
6191	ere 	O	O
6192	ge	O	O
6193	t	O	O
6194	t	O	O
6195	ing	O	O
6196	 s	O	O
6197	o 	O	O
6198	f	O	O
6199	ar	O	O
6200	 	O	O
6201	of	O	O
6202	f	O	O
6203	)	O	O
6204	. “	O	O
6205	O	B-ENT	O
6206	h	O	O
6207	, 	O	O
6208	m	O	O
6209	y 	O	O
6210	po	O	O
6211	or 	O	O
6212	little 	O	O
6213	f	O	O
6214	ee	O	O
6215	t	O	O
6216	, 	O	O
6217	I	B-ENT	O
6218	\n	O	O
6219	w	O	O
6220	on	O	O
6221	der	O	O
6222	 w	O	O
6223	h	O	O
6224	o 	O	O
6225	w	O	O
6226	i	O	O
6227	ll 	O	O
6228	p	O	O
6229	u	O	O
6230	t 	O	O
6231	on 	O	O
6232	you	O	O
6233	r	O	O
6234	 sh	O	O
6235	o	O	O
6236	es	O	O
6237	 and 	O	O
6238	st	O	O
6239	o	O	O
6240	ck	O	O
6241	ing	O	O
6242	s 	O	O
6243	for	O	O
6244	 	O	O
6245	you 	O	O
6246	now	O	O
6247	, 	O	O
6248	d	O	O
6249	ear	O	O
6250	s	O	O
6251	?	O	O
6252	 	O	O
6253	I’	O	O
6254	m	O	O
6255	\n	O	O
6256	s	O	O
6257	ur	O	O
6258	e 	O	O
6259	_	O	O
6260	I	B-ENT	O
6261	_	O	O
6262	 s	O	O
6263	han	O	O
6264	’t 	O	O
6265	be 	O	O
6266	ab	O	O
6267	le	O	O
6268	! 	O	O
6269	I	B-ENT	O
6270	 s	O	O
6271	ha	O	O
6272	ll 	O	O
6273	be 	O	O
6274	a	O	O
6275	 	O	O
6276	g	O	O
6277	rea	O	O
6278	t 	O	O
6279	d	O	O
6280	ea	O	O
6281	l	O	O
6282	 to	O	O
6283	o 	O	O
6284	f	O	O
6285	ar	O	O
6286	 	O	O
6287	of	O	O
6288	f	O	O
6289	 to	O	O
6290	 t	O	O
6291	r	O	O
6292	ou	O	O
6293	b	O	O
6294	l	O	O
6295	e\n	O	O
6296	m	O	O
6297	y	O	O
6298	self	O	O
6299	 ab	O	O
6300	out 	O	O
6301	you	O	O
6302	:	O	O
6303	 	O	O
6304	you 	O	O
6305	m	O	O
6306	us	O	O
6307	t 	O	O
6308	m	O	O
6309	an	O	O
6310	a	O	O
6311	g	O	O
6312	e th	O	O
6313	e 	O	O
6314	b	O	O
6315	es	O	O
6316	t 	O	O
6317	wa	O	O
6318	y 	O	O
6319	you 	O	O
6320	c	O	O
6321	an	O	O
6322	;	O	O
6323	—	O	O
6324	but 	O	O
6325	I 	O	O
6326	m	O	O
6327	us	O	O
6328	t 	O	O
6329	be	O	O
6330	\n	O	O
6331	k	O	O
6332	in	O	O
6333	d	O	O
6334	 to	O	O
6335	 the	O	O
6336	m	O	O
6337	,”	O	O
6338	 th	O	O
6339	ough	O	O
6340	t 	O	O
6341	Alic	B-ENT	B-ENT
6342	e, 	O	O
6343	“	O	O
6344	or 	O	O
6345	p	O	O
6346	er	O	O
6347	ha	O	O
6348	p	O	O
6349	s	O	O
6350	 the	O	O
6351	y 	O	O
6352	w	O	O
6353	on	O	O
6354	’t 	O	O
6355	wa	O	O
6356	l	O	O
6357	k	O	O
6358	 the 	O	O
6359	wa	O	O
6360	y 	O	O
6361	I	B-ENT	O
6362	\n	O	O
6363	w	O	O
6364	an	O	O
6365	t	O	O
6366	 to 	O	O
6367	go	O	O
6368	! 	O	O
6369	L	B-ENT	O
6370	e	O	O
6371	t 	O	O
6372	me 	O	O
6373	se	O	O
6374	e	O	O
6375	:	O	O
6376	 	O	O
6377	I’	O	O
6378	ll 	O	O
6379	g	O	O
6380	i	O	O
6381	ve 	O	O
6382	th	O	O
6383	e	O	O
6384	m	O	O
6385	 a 	O	O
6386	n	O	O
6387	e	O	O
6388	w	O	O
6389	 	O	O
6390	p	O	O
6391	ai	O	O
6392	r	O	O
6393	 	O	O
6394	of 	O	O
6395	b	O	O
6396	oo	O	O
6397	t	O	O
6398	s 	O	O
6399	ever	O	O
6400	y	O	O
6401	\n	O	O
6402	C	O	O
6403	h	O	O
6404	r	O	O
6405	is	O	O
6406	t	O	O
6407	ma	O	O
6408	s	O	O
6409	.”	O	O
6410	\n\n	O	O
6411	A	O	O
6412	n	O	O
6413	d 	O	O
6414	she 	O	O
6415	w	O	O
6416	ent 	O	O
6417	on 	O	O
6418	p	O	O
6419	l	O	O
6420	an	O	O
6421	n	O	O
6422	ing	O	O
6423	 to 	O	O
6424	herself	O	O
6425	 	O	O
6426	h	O	O
6427	ow	O	O
6428	 she 	O	O
6429	w	O	O
6430	ould 	O	O
6431	m	O	O
6432	an	O	O
6433	a	O	O
6434	g	O	O
6435	e 	O	O
6436	it	O	O
6437	. “	O	O
6438	T	B-ENT	O
6439	h	O	O
6440	e	O	O
6441	y 	O	O
6442	m	O	O
6443	u	O	O
6444	st	O	O
6445	\n	O	O
6446	g	O	O
6447	o 	O	O
6448	b	O	O
6449	y	O	O
6450	 the 	O	O
6451	c	O	O
6452	ar	O	O
6453	ri	O	O
6454	er	O	O
6455	,”	O	O
6456	 she 	O	O
6457	th	O	O
6458	ough	O	O
6459	t	O	O
6460	;	O	O
6461	 “	O	O
6462	and 	O	O
6463	h	O	O
6464	ow	O	O
6465	 	O	O
6466	f	O	O
6467	un	O	O
6468	n	O	O
6469	y 	O	O
6470	it	O	O
6471	’	O	O
6472	ll	O	O
6473	 s	O	O
6474	ee	O	O
6475	m	O	O
6476	,	O	O
6477	 s	O	O
6478	en	O	O
6479	d	O	O
6480	ing	O	O
6481	\n	O	O
6482	p	O	O
6483	r	O	O
6484	es	O	O
6485	ent	O	O
6486	s	O	O
6487	 to 	O	O
6488	on	O	O
6489	e	O	O
6490	’s 	O	O
6491	own	O	O
6492	 	O	O
6493	f	O	O
6494	ee	O	O
6495	t	O	O
6496	! 	O	O
6497	A	B-ENT	O
6498	n	O	O
6499	d 	O	O
6500	h	O	O
6501	ow	O	O
6502	 	O	O
6503	o	O	O
6504	d	O	O
6505	d the 	O	O
6506	di	O	O
6507	re	O	O
6508	c	O	O
6509	ti	O	O
6510	on	O	O
6511	s 	O	O
6512	w	O	O
6513	i	O	O
6514	ll 	O	O
6515	look	O	O
6516	!	O	O
6517	\n\n	O	O
6518	    	O	O
6519	 	O	O
6520	_	O	O
6521	Alice	B-ENT	B-ENT
6522	’s 	O	O
6523	R	B-ENT	O
6524	i	O	O
6525	gh	O	O
6526	t 	O	O
6527	F	B-ENT	O
6528	oo	O	O
6529	t	O	O
6530	, 	O	O
6531	E	B-ENT	O
6532	s	O	O
6533	q	O	O
6534	.	O	O
6535	, 	O	O
6536	H	B-ENT	O
6537	ear	O	O
6538	th	O	O
6539	r	O	O
6540	u	O	O
6541	g	O	O
6542	, 	O	O
6543	n	O	O
6544	ear	O	O
6545	 the 	O	O
6546	F	B-ENT	O
6547	en	O	O
6548	der	O	O
6549	,	O	O
6550	_ 	O	O
6551	(	O	O
6552	_	O	O
6553	with	O	O
6554	\n	O	O
6555	    	O	O
6556	 	O	O
6557	Alice	B-ENT	B-ENT
6558	’s 	O	O
6559	l	O	O
6560	o	O	O
6561	v	O	O
6562	e	O	O
6563	_	O	O
6564	)	O	O
6565	.\n\n	O	O
6566	O	O	O
6567	h	O	O
6568	 	O	O
6569	d	O	O
6570	ear	O	O
6571	, 	O	O
6572	w	O	O
6573	hat 	O	O
6574	n	O	O
6575	on	O	O
6576	s	O	O
6577	en	O	O
6578	se 	O	O
6579	I’	O	O
6580	m	O	O
6581	 t	O	O
6582	al	O	O
6583	k	O	O
6584	ing	O	O
6585	!”	O	O
6586	\n\n	O	O
6587	J	O	O
6588	u	O	O
6589	st	O	O
6590	 th	O	O
6591	en 	O	O
6592	her 	O	O
6593	h	O	O
6594	ea	O	O
6595	d 	O	O
6596	st	O	O
6597	r	O	O
6598	u	O	O
6599	ck	O	O
6600	 a	O	O
6601	gain	O	O
6602	st	O	O
6603	 the 	O	O
6604	ro	O	O
6605	of 	O	O
6606	of the 	O	O
6607	ha	O	O
6608	ll	O	O
6609	:	O	O
6610	 	O	O
6611	in 	O	O
6612	f	O	O
6613	a	O	O
6614	c	O	O
6615	t 	O	O
6616	she 	O	O
6617	was	O	O
6618	\n	O	O
6619	now	O	O
6620	 	O	O
6621	m	O	O
6622	or	O	O
6623	e th	O	O
6624	an	O	O
6625	 	O	O
6626	n	O	O
6627	in	O	O
6628	e 	O	O
6629	f	O	O
6630	ee	O	O
6631	t 	O	O
6632	hi	O	O
6633	gh	O	O
6634	, and 	O	O
6635	she 	O	O
6636	at 	O	O
6637	on	O	O
6638	ce 	O	O
6639	t	O	O
6640	ook	O	O
6641	 	O	O
6642	up	O	O
6643	 the 	O	O
6644	little 	O	O
6645	go	O	O
6646	l	O	O
6647	d	O	O
6648	en	O	O
6649	\n	O	O
6650	k	O	O
6651	e	O	O
6652	y	O	O
6653	 and 	O	O
6654	h	O	O
6655	ur	O	O
6656	ri	O	O
6657	ed 	O	O
6658	of	O	O
6659	f	O	O
6660	 to	O	O
6661	 the 	O	O
6662	g	O	O
6663	ar	O	O
6664	d	O	O
6665	en 	O	O
6666	do	O	O
6667	or	O	O
6668	.\n\n	O	O
6669	P	O	O
6670	o	O	O
6671	or 	O	O
6672	Alice	B-ENT	B-ENT
6673	! 	O	O
6674	I	B-ENT	O
6675	t 	O	O
6676	was	O	O
6677	 as 	O	O
6678	m	O	O
6679	uch	O	O
6680	 as	O	O
6681	 she 	O	O
6682	c	O	O
6683	ould 	O	O
6684	do	O	O
6685	, 	O	O
6686	ly	O	O
6687	ing 	O	O
6688	down	O	O
6689	 	O	O
6690	on 	O	O
6691	one 	O	O
6692	s	O	O
6693	id	O	O
6694	e	O	O
6695	,	O	O
6696	 to	O	O
6697	\n	O	O
6698	look	O	O
6699	 th	O	O
6700	r	O	O
6701	ough	O	O
6702	 	O	O
6703	in	O	O
6704	to	O	O
6705	 the 	O	O
6706	g	O	O
6707	ar	O	O
6708	d	O	O
6709	en	O	O
6710	 w	O	O
6711	ith	O	O
6712	 	O	O
6713	one 	O	O
6714	e	O	O
6715	y	O	O
6716	e	O	O
6717	;	O	O
6718	 	O	O
6719	bu	O	O
6720	t	O	O
6721	 to 	O	O
6722	ge	O	O
6723	t	O	O
6724	 th	O	O
6725	r	O	O
6726	ough	O	O
6727	 	O	O
6728	was 	O	O
6729	m	O	O
6730	or	O	O
6731	e\n	O	O
6732	h	O	O
6733	o	O	O
6734	p	O	O
6735	el	O	O
6736	ess	O	O
6737	 th	O	O
6738	an	O	O
6739	 	O	O
6740	ever	O	O
6741	:	O	O
6742	 she 	O	O
6743	s	O	O
6744	at 	O	O
6745	down	O	O
6746	 and 	O	O
6747	beg	O	O
6748	an	O	O
6749	 to 	O	O
6750	c	O	O
6751	ry	O	O
6752	 a	O	O
6753	gain	O	O
6754	.\n\n“	O	O
6755	Y	B-ENT	O
6756	ou	O	O
6757	 	O	O
6758	ough	O	O
6759	t	O	O
6760	 to 	O	O
6761	be 	O	O
6762	a	O	O
6763	s	O	O
6764	ha	O	O
6765	m	O	O
6766	ed 	O	O
6767	of 	O	O
6768	you	O	O
6769	r	O	O
6770	self	O	O
6771	,” sai	O	O
6772	d 	O	O
6773	Alic	B-ENT	B-ENT
6774	e, 	O	O
6775	“	O	O
6776	a	O	O
6777	 	O	O
6778	g	O	O
6779	rea	O	O
6780	t 	O	O
6781	g	O	O
6782	ir	O	O
6783	l	O	O
6784	 	O	O
6785	li	O	O
6786	k	O	O
6787	e\n	O	O
6788	you	O	O
6789	,”	O	O
6790	 	O	O
6791	(	O	O
6792	she 	O	O
6793	m	O	O
6794	i	O	O
6795	gh	O	O
6796	t 	O	O
6797	w	O	O
6798	e	O	O
6799	ll	O	O
6800	 s	O	O
6801	ay	O	O
6802	 th	O	O
6803	is	O	O
6804	)	O	O
6805	, “	O	O
6806	to 	O	O
6807	g	O	O
6808	o 	O	O
6809	on 	O	O
6810	c	O	O
6811	ry	O	O
6812	ing 	O	O
6813	in	O	O
6814	 th	O	O
6815	is 	O	O
6816	wa	O	O
6817	y	O	O
6818	! 	O	O
6819	S	B-ENT	O
6820	to	O	O
6821	p	O	O
6822	\nth	O	O
6823	is 	O	O
6824	m	O	O
6825	om	O	O
6826	ent	O	O
6827	, 	O	O
6828	I	B-ENT	O
6829	 t	O	O
6830	e	O	O
6831	ll 	O	O
6832	you	O	O
6833	!”	O	O
6834	 	O	O
6835	B	B-ENT	O
6836	u	O	O
6837	t 	O	O
6838	she 	O	O
6839	w	O	O
6840	ent 	O	O
6841	on	O	O
6842	 all	O	O
6843	 the 	O	O
6844	s	O	O
6845	a	O	O
6846	m	O	O
6847	e	O	O
6848	,	O	O
6849	 sh	O	O
6850	ed	O	O
6851	d	O	O
6852	ing	O	O
6853	\n	O	O
6854	ga	O	O
6855	ll	O	O
6856	on	O	O
6857	s 	O	O
6858	of	O	O
6859	 t	O	O
6860	ear	O	O
6861	s	O	O
6862	, 	O	O
6863	un	O	O
6864	ti	O	O
6865	l	O	O
6866	 th	O	O
6867	ere 	O	O
6868	was	O	O
6869	 a 	O	O
6870	l	O	O
6871	ar	O	O
6872	g	O	O
6873	e 	O	O
6874	p	O	O
6875	oo	O	O
6876	l	O	O
6877	 a	O	O
6878	ll 	O	O
6879	r	O	O
6880	oun	O	O
6881	d 	O	O
6882	her	O	O
6883	,	O	O
6884	 ab	O	O
6885	out	O	O
6886	\n	O	O
6887	f	O	O
6888	our	O	O
6889	 	O	O
6890	in	O	O
6891	ch	O	O
6892	es 	O	O
6893	d	O	O
6894	ee	O	O
6895	p	O	O
6896	 and 	O	O
6897	rea	O	O
6898	ch	O	O
